species,year,pounds,commonname,sciname,comname,orderyear,ton
307,2009,391340,Lake trout,Salvelinus namaycush,Laketrout,1994.8905263935,196
307,2010,425880,Lake trout,Salvelinus namaycush,Laketrout,1994.8905263935,213
301,1971,60,Chinook salmon,Oncorhynchus tshawytscha,Chinooksalmon,1994.9682760066,0
301,1972,46,Chinook salmon,Oncorhynchus tshawytscha,Chinooksalmon,1994.9682760066,0
301,1973,31,Chinook salmon,Oncorhynchus tshawytscha,Chinooksalmon,1994.9682760066,0
301,1974,8,Chinook salmon,Oncorhynchus tshawytscha,Chinooksalmon,1994.9682760066,0
301,1975,53,Chinook salmon,Oncorhynchus tshawytscha,Chinooksalmon,1994.9682760066,0
301,1976,75,Chinook salmon,Oncorhynchus tshawytscha,Chinooksalmon,1994.9682760066,0
301,1977,283,Chinook salmon,Oncorhynchus tshawytscha,Chinooksalmon,1994.9682760066,0
301,1978,187,Chinook salmon,Oncorhynchus tshawytscha,Chinooksalmon,1994.9682760066,0
301,1979,19,Chinook salmon,Oncorhynchus tshawytscha,Chinooksalmon,1994.9682760066,0
301,1980,12,Chinook salmon,Oncorhynchus tshawytscha,Chinooksalmon,1994.9682760066,0
301,1981,0,Chinook salmon,Oncorhynchus tshawytscha,Chinooksalmon,1994.9682760066,0
301,1982,59,Chinook salmon,Oncorhynchus tshawytscha,Chinooksalmon,1994.9682760066,0
301,1983,1875,Chinook salmon,Oncorhynchus tshawytscha,Chinooksalmon,1994.9682760066,1
301,1984,2824,Chinook salmon,Oncorhynchus tshawytscha,Chinooksalmon,1994.9682760066,1
301,1985,93,Chinook salmon,Oncorhynchus tshawytscha,Chinooksalmon,1994.9682760066,0
301,1986,2,Chinook salmon,Oncorhynchus tshawytscha,Chinooksalmon,1994.9682760066,0
301,1987,0,Chinook salmon,Oncorhynchus tshawytscha,Chinooksalmon,1994.9682760066,0
301,1988,68277,Chinook salmon,Oncorhynchus tshawytscha,Chinooksalmon,1994.9682760066,34
301,1989,51239,Chinook salmon,Oncorhynchus tshawytscha,Chinooksalmon,1994.9682760066,26
301,1990,18047,Chinook salmon,Oncorhynchus tshawytscha,Chinooksalmon,1994.9682760066,9
301,1991,14230,Chinook salmon,Oncorhynchus tshawytscha,Chinooksalmon,1994.9682760066,7
301,1992,6904,Chinook salmon,Oncorhynchus tshawytscha,Chinooksalmon,1994.9682760066,3
301,1993,6015,Chinook salmon,Oncorhynchus tshawytscha,Chinooksalmon,1994.9682760066,3
301,1994,43026,Chinook salmon,Oncorhynchus tshawytscha,Chinooksalmon,1994.9682760066,22
301,1995,57381,Chinook salmon,Oncorhynchus tshawytscha,Chinooksalmon,1994.9682760066,29
301,1996,46609,Chinook salmon,Oncorhynchus tshawytscha,Chinooksalmon,1994.9682760066,23
301,1997,29183,Chinook salmon,Oncorhynchus tshawytscha,Chinooksalmon,1994.9682760066,15
301,1998,27183,Chinook salmon,Oncorhynchus tshawytscha,Chinooksalmon,1994.9682760066,14
301,1999,8242,Chinook salmon,Oncorhynchus tshawytscha,Chinooksalmon,1994.9682760066,4
301,2000,34780,Chinook salmon,Oncorhynchus tshawytscha,Chinooksalmon,1994.9682760066,17
301,2001,29111,Chinook salmon,Oncorhynchus tshawytscha,Chinooksalmon,1994.9682760066,15
301,2002,15746,Chinook salmon,Oncorhynchus tshawytscha,Chinooksalmon,1994.9682760066,8
301,2003,7537,Chinook salmon,Oncorhynchus tshawytscha,Chinooksalmon,1994.9682760066,4
301,2004,1311,Chinook salmon,Oncorhynchus tshawytscha,Chinooksalmon,1994.9682760066,1
301,2005,5343,Chinook salmon,Oncorhynchus tshawytscha,Chinooksalmon,1994.9682760066,3
301,2006,5630,Chinook salmon,Oncorhynchus tshawytscha,Chinooksalmon,1994.9682760066,3
301,2007,3894,Chinook salmon,Oncorhynchus tshawytscha,Chinooksalmon,1994.9682760066,2
301,2008,5488,Chinook salmon,Oncorhynchus tshawytscha,Chinooksalmon,1994.9682760066,3
301,2009,3075,Chinook salmon,Oncorhynchus tshawytscha,Chinooksalmon,1994.9682760066,2
301,2010,2371,Chinook salmon,Oncorhynchus tshawytscha,Chinooksalmon,1994.9682760066,1
108,1971,0,Gizzard shad,Dorosoma cepedianum,Gizzardshad,1995.66821002729,0
108,1972,0,Gizzard shad,Dorosoma cepedianum,Gizzardshad,1995.66821002729,0
108,1973,0,Gizzard shad,Dorosoma cepedianum,Gizzardshad,1995.66821002729,0
108,1974,102,Gizzard shad,Dorosoma cepedianum,Gizzardshad,1995.66821002729,0
108,1975,13,Gizzard shad,Dorosoma cepedianum,Gizzardshad,1995.66821002729,0
108,1976,78,Gizzard shad,Dorosoma cepedianum,Gizzardshad,1995.66821002729,0
108,1977,25,Gizzard shad,Dorosoma cepedianum,Gizzardshad,1995.66821002729,0
108,1978,4,Gizzard shad,Dorosoma cepedianum,Gizzardshad,1995.66821002729,0
108,1979,0,Gizzard shad,Dorosoma cepedianum,Gizzardshad,1995.66821002729,0
108,1980,0,Gizzard shad,Dorosoma cepedianum,Gizzardshad,1995.66821002729,0
108,1981,0,Gizzard shad,Dorosoma cepedianum,Gizzardshad,1995.66821002729,0
108,1982,2486,Gizzard shad,Dorosoma cepedianum,Gizzardshad,1995.66821002729,1
108,1983,0,Gizzard shad,Dorosoma cepedianum,Gizzardshad,1995.66821002729,0
108,1984,16500,Gizzard shad,Dorosoma cepedianum,Gizzardshad,1995.66821002729,8
108,1985,295,Gizzard shad,Dorosoma cepedianum,Gizzardshad,1995.66821002729,0
108,1986,373,Gizzard shad,Dorosoma cepedianum,Gizzardshad,1995.66821002729,0
108,1987,0,Gizzard shad,Dorosoma cepedianum,Gizzardshad,1995.66821002729,0
108,1988,175,Gizzard shad,Dorosoma cepedianum,Gizzardshad,1995.66821002729,0
108,1989,101,Gizzard shad,Dorosoma cepedianum,Gizzardshad,1995.66821002729,0
108,1990,1250,Gizzard shad,Dorosoma cepedianum,Gizzardshad,1995.66821002729,1
108,1991,0,Gizzard shad,Dorosoma cepedianum,Gizzardshad,1995.66821002729,0
108,1992,0,Gizzard shad,Dorosoma cepedianum,Gizzardshad,1995.66821002729,0
108,1993,1339,Gizzard shad,Dorosoma cepedianum,Gizzardshad,1995.66821002729,1
108,1994,13982,Gizzard shad,Dorosoma cepedianum,Gizzardshad,1995.66821002729,7
108,1995,27088,Gizzard shad,Dorosoma cepedianum,Gizzardshad,1995.66821002729,14
108,1996,10640,Gizzard shad,Dorosoma cepedianum,Gizzardshad,1995.66821002729,5
108,1997,26587,Gizzard shad,Dorosoma cepedianum,Gizzardshad,1995.66821002729,13
108,1998,11971,Gizzard shad,Dorosoma cepedianum,Gizzardshad,1995.66821002729,6
108,1999,9526,Gizzard shad,Dorosoma cepedianum,Gizzardshad,1995.66821002729,5
108,2000,4634,Gizzard shad,Dorosoma cepedianum,Gizzardshad,1995.66821002729,2
108,2001,6466,Gizzard shad,Dorosoma cepedianum,Gizzardshad,1995.66821002729,3
108,2002,13326,Gizzard shad,Dorosoma cepedianum,Gizzardshad,1995.66821002729,7
108,2003,5400,Gizzard shad,Dorosoma cepedianum,Gizzardshad,1995.66821002729,3
108,2004,0,Gizzard shad,Dorosoma cepedianum,Gizzardshad,1995.66821002729,0
108,2005,0,Gizzard shad,Dorosoma cepedianum,Gizzardshad,1995.66821002729,0
108,2006,0,Gizzard shad,Dorosoma cepedianum,Gizzardshad,1995.66821002729,0
108,2007,0,Gizzard shad,Dorosoma cepedianum,Gizzardshad,1995.66821002729,0
108,2008,1200,Gizzard shad,Dorosoma cepedianum,Gizzardshad,1995.66821002729,1
108,2009,0,Gizzard shad,Dorosoma cepedianum,Gizzardshad,1995.66821002729,0
108,2010,0,Gizzard shad,Dorosoma cepedianum,Gizzardshad,1995.66821002729,0
408,1971,0,Bigmouth buffalo,Ictiobus cyprinellus,Bigmouthbuffalo,1996.29787234043,0
408,1972,0,Bigmouth buffalo,Ictiobus cyprinellus,Bigmouthbuffalo,1996.29787234043,0
408,1973,0,Bigmouth buffalo,Ictiobus cyprinellus,Bigmouthbuffalo,1996.29787234043,0
408,1974,0,Bigmouth buffalo,Ictiobus cyprinellus,Bigmouthbuffalo,1996.29787234043,0
408,1975,0,Bigmouth buffalo,Ictiobus cyprinellus,Bigmouthbuffalo,1996.29787234043,0
408,1976,6,Bigmouth buffalo,Ictiobus cyprinellus,Bigmouthbuffalo,1996.29787234043,0
408,1977,0,Bigmouth buffalo,Ictiobus cyprinellus,Bigmouthbuffalo,1996.29787234043,0
408,1978,0,Bigmouth buffalo,Ictiobus cyprinellus,Bigmouthbuffalo,1996.29787234043,0
408,1979,0,Bigmouth buffalo,Ictiobus cyprinellus,Bigmouthbuffalo,1996.29787234043,0
408,1980,0,Bigmouth buffalo,Ictiobus cyprinellus,Bigmouthbuffalo,1996.29787234043,0
408,1981,0,Bigmouth buffalo,Ictiobus cyprinellus,Bigmouthbuffalo,1996.29787234043,0
408,1982,0,Bigmouth buffalo,Ictiobus cyprinellus,Bigmouthbuffalo,1996.29787234043,0
408,1983,0,Bigmouth buffalo,Ictiobus cyprinellus,Bigmouthbuffalo,1996.29787234043,0
408,1984,0,Bigmouth buffalo,Ictiobus cyprinellus,Bigmouthbuffalo,1996.29787234043,0
408,1985,0,Bigmouth buffalo,Ictiobus cyprinellus,Bigmouthbuffalo,1996.29787234043,0
408,1986,0,Bigmouth buffalo,Ictiobus cyprinellus,Bigmouthbuffalo,1996.29787234043,0
408,1987,0,Bigmouth buffalo,Ictiobus cyprinellus,Bigmouthbuffalo,1996.29787234043,0
408,1988,0,Bigmouth buffalo,Ictiobus cyprinellus,Bigmouthbuffalo,1996.29787234043,0
408,1989,0,Bigmouth buffalo,Ictiobus cyprinellus,Bigmouthbuffalo,1996.29787234043,0
408,1990,65,Bigmouth buffalo,Ictiobus cyprinellus,Bigmouthbuffalo,1996.29787234043,0
408,1991,0,Bigmouth buffalo,Ictiobus cyprinellus,Bigmouthbuffalo,1996.29787234043,0
408,1992,0,Bigmouth buffalo,Ictiobus cyprinellus,Bigmouthbuffalo,1996.29787234043,0
408,1993,8,Bigmouth buffalo,Ictiobus cyprinellus,Bigmouthbuffalo,1996.29787234043,0
408,1994,24,Bigmouth buffalo,Ictiobus cyprinellus,Bigmouthbuffalo,1996.29787234043,0
408,1995,0,Bigmouth buffalo,Ictiobus cyprinellus,Bigmouthbuffalo,1996.29787234043,0
408,1996,0,Bigmouth buffalo,Ictiobus cyprinellus,Bigmouthbuffalo,1996.29787234043,0
408,1997,2,Bigmouth buffalo,Ictiobus cyprinellus,Bigmouthbuffalo,1996.29787234043,0
408,1998,0,Bigmouth buffalo,Ictiobus cyprinellus,Bigmouthbuffalo,1996.29787234043,0
408,1999,0,Bigmouth buffalo,Ictiobus cyprinellus,Bigmouthbuffalo,1996.29787234043,0
408,2000,0,Bigmouth buffalo,Ictiobus cyprinellus,Bigmouthbuffalo,1996.29787234043,0
408,2001,130,Bigmouth buffalo,Ictiobus cyprinellus,Bigmouthbuffalo,1996.29787234043,0
408,2002,0,Bigmouth buffalo,Ictiobus cyprinellus,Bigmouthbuffalo,1996.29787234043,0
408,2003,0,Bigmouth buffalo,Ictiobus cyprinellus,Bigmouthbuffalo,1996.29787234043,0
408,2004,0,Bigmouth buffalo,Ictiobus cyprinellus,Bigmouthbuffalo,1996.29787234043,0
408,2005,0,Bigmouth buffalo,Ictiobus cyprinellus,Bigmouthbuffalo,1996.29787234043,0
408,2006,0,Bigmouth buffalo,Ictiobus cyprinellus,Bigmouthbuffalo,1996.29787234043,0
408,2007,0,Bigmouth buffalo,Ictiobus cyprinellus,Bigmouthbuffalo,1996.29787234043,0
408,2008,0,Bigmouth buffalo,Ictiobus cyprinellus,Bigmouthbuffalo,1996.29787234043,0
408,2009,0,Bigmouth buffalo,Ictiobus cyprinellus,Bigmouthbuffalo,1996.29787234043,0
408,2010,0,Bigmouth buffalo,Ictiobus cyprinellus,Bigmouthbuffalo,1996.29787234043,0
132,1971,0,White perch,Morone americanus,Whiteperch,1998.62184626845,0
132,1972,0,White perch,Morone americanus,Whiteperch,1998.62184626845,0
132,1973,0,White perch,Morone americanus,Whiteperch,1998.62184626845,0
132,1974,0,White perch,Morone americanus,Whiteperch,1998.62184626845,0
132,1975,0,White perch,Morone americanus,Whiteperch,1998.62184626845,0
132,1976,0,White perch,Morone americanus,Whiteperch,1998.62184626845,0
132,1977,0,White perch,Morone americanus,Whiteperch,1998.62184626845,0
132,1978,0,White perch,Morone americanus,Whiteperch,1998.62184626845,0
132,1979,0,White perch,Morone americanus,Whiteperch,1998.62184626845,0
132,1980,0,White perch,Morone americanus,Whiteperch,1998.62184626845,0
132,1981,0,White perch,Morone americanus,Whiteperch,1998.62184626845,0
132,1982,0,White perch,Morone americanus,Whiteperch,1998.62184626845,0
132,1983,0,White perch,Morone americanus,Whiteperch,1998.62184626845,0
132,1984,0,White perch,Morone americanus,Whiteperch,1998.62184626845,0
132,1985,0,White perch,Morone americanus,Whiteperch,1998.62184626845,0
132,1986,0,White perch,Morone americanus,Whiteperch,1998.62184626845,0
132,1987,0,White perch,Morone americanus,Whiteperch,1998.62184626845,0
132,1988,0,White perch,Morone americanus,Whiteperch,1998.62184626845,0
132,1989,90,White perch,Morone americanus,Whiteperch,1998.62184626845,0
132,1990,6,White perch,Morone americanus,Whiteperch,1998.62184626845,0
132,1991,3,White perch,Morone americanus,Whiteperch,1998.62184626845,0
132,1992,598,White perch,Morone americanus,Whiteperch,1998.62184626845,0
132,1993,11016,White perch,Morone americanus,Whiteperch,1998.62184626845,6
132,1994,12552,White perch,Morone americanus,Whiteperch,1998.62184626845,6
132,1995,185,White perch,Morone americanus,Whiteperch,1998.62184626845,0
132,1996,1978,White perch,Morone americanus,Whiteperch,1998.62184626845,1
132,1997,515,White perch,Morone americanus,Whiteperch,1998.62184626845,0
132,1998,178,White perch,Morone americanus,Whiteperch,1998.62184626845,0
132,1999,114,White perch,Morone americanus,Whiteperch,1998.62184626845,0
132,2000,446,White perch,Morone americanus,Whiteperch,1998.62184626845,0
132,2001,2157,White perch,Morone americanus,Whiteperch,1998.62184626845,1
132,2002,708,White perch,Morone americanus,Whiteperch,1998.62184626845,0
132,2003,12353,White perch,Morone americanus,Whiteperch,1998.62184626845,6
132,2004,1510,White perch,Morone americanus,Whiteperch,1998.62184626845,1
132,2005,1253,White perch,Morone americanus,Whiteperch,1998.62184626845,1
132,2006,0,White perch,Morone americanus,Whiteperch,1998.62184626845,0
132,2007,969,White perch,Morone americanus,Whiteperch,1998.62184626845,0
132,2008,1788,White perch,Morone americanus,Whiteperch,1998.62184626845,1
132,2009,1108,White perch,Morone americanus,Whiteperch,1998.62184626845,1
132,2010,1484,White perch,Morone americanus,Whiteperch,1998.62184626845,1
